,product,category,brand,mrp,sp,discount,sku,description,url
244,fruits-vegetables,"Potato, Onion & Tomato",Fresho,111.25,89.00,20,40021628,Ooty Potato - Medium,/pd/40021628/fresho-ooty-potato-medium-1-kg/
245,fruits-vegetables,Cut & Peeled Veggies,Fresho,17.50,14.00,20,40050705,Pumpkin Green - Cut,/pd/40050705/fresho-pumpkin-green-cut-250-g/
246,fruits-vegetables,Exotic Vegetables,Fresho,23.75,19.00,20,10000596,Lettuce - Green,/pd/10000596/fresho-lettuce-green-70-to-100-gm-bunch/
247,fruits-vegetables,Cut & Peeled Veggies,Fresho,71.25,57.00,20,40152633,Dry Copra/Coconut,/pd/40152633/fresho-dry-copracoconut-1-pc/
248,fruits-vegetables,Organic Vegetables,Fresho,23.75,19.00,20,40020933,Neem Giloy (Amruta Balli) - Organically Grown,/pd/40020933/fresho-neem-giloy-amruta-balli-organically-grown-100-g/
249,fruits-vegetables,Apples & Pomegranate,Fresho,186.25,149.00,20,10000577,Plum - Imported,/pd/10000577/fresho-plum-imported-500-g/
250,fruits-vegetables,Apples & Pomegranate,Fresho,93.75,75.00,20,30007415,Plum - Imported,/pd/30007415/fresho-plum-imported-250-g/
251,fruits-vegetables,Apples & Pomegranate,Fresho,186.25,149.00,20,10000577,Plum - Imported,/pd/10000577/fresho-plum-imported-500-g/
252,fruits-vegetables,"Gourd, Pumpkin, Drumstick",Fresho,20.00,16.00,20,10000185,Snake Gourd,/pd/10000185/fresho-snake-gourd-500-g/
253,fruits-vegetables,Cut & Peeled Veggies,Fresho,26.25,21.00,20,40050703,Yam - Cut,/pd/40050703/fresho-yam-cut-250-g/
254,fruits-vegetables,Indian & Exotic Herbs,Fresho,13.75,11.00,20,10000129,Lemon Grass,/pd/10000129/fresho-lemon-grass-100-g/
255,fruits-vegetables,Exotic Fruits,Fresho,218.13,174.50,20,30000543,Passion Fruit,/pd/30000543/fresho-passion-fruit-500-g/
256,fruits-vegetables,Apples & Pomegranate,Fresho,143.75,115.00,20,40126752,"Apple - Fuji, Economy",/pd/40126752/fresho-apple-fuji-economy-4-pcs/
257,fruits-vegetables,Cabbage & Cauliflower,Fresho,25.00,20.00,20,10000171,Cabbage - Red,/pd/10000171/fresho-cabbage-red-500-g/
258,fruits-vegetables,Cut & Peeled Veggies,Fresho,42.50,34.00,20,40005819,Sambar Onion - Peeled,/pd/40005819/fresho-sambar-onion-peeled-200-g/
259,fruits-vegetables,Exotic Fruits,Fresho,223.75,179.00,20,30000998,Cherry,/pd/30000998/fresho-cherry-400-g/
260,fruits-vegetables,Indian & Exotic Herbs,Fresho,32.50,26.00,20,10000075,Celery,/pd/10000075/fresho-celery-250-g/
261,fruits-vegetables,Exotic Fruits,Fresho,73.75,59.00,20,40008982,Dragon Fruit,/pd/40008982/fresho-dragon-fruit-1-pc/
262,fruits-vegetables,Organic Vegetables,Fresho,48.75,39.00,20,30001293,Aloe Vera - Organically grown,/pd/30001293/fresho-aloe-vera-organically-grown-1-pc/
263,fruits-vegetables,Organic Fruits,Fresho,55.00,44.00,20,40023483,Pineapple - Organically Grown,/pd/40023483/fresho-pineapple-organically-grown-1-pc/
264,fruits-vegetables,Apples & Pomegranate,Fresho,98.75,79.00,20,30001056,Indian Plum,/pd/30001056/fresho-indian-plum-250-g/
265,fruits-vegetables,Fresh Salads & Sprouts,Fresho,37.50,30.00,20,10000356,Sprouts-Moong Green,/pd/10000356/fresho-sprouts-moong-green-200-g/
266,fruits-vegetables,Organic Vegetables,Fresho,23.75,19.00,20,40023195,"Cucumber - Malabar, Organically Grown",/pd/40023195/fresho-cucumber-malabar-organically-grown-1-kg/
267,fruits-vegetables,Cut & Peeled Veggies,Fresho,16.25,13.00,20,40050086,Ash Gourd - Cut,/pd/40050086/fresho-ash-gourd-cut-250-g/
268,fruits-vegetables,Exotic Fruits,Fresho,148.75,119.00,20,40122445,"Grapes - Green Seedless, Residue Free",/pd/40122445/fresho-grapes-green-seedless-residue-free-500-g/
269,fruits-vegetables,Leafy Vegetables,Fresho,11.25,9.00,20,20001347,Betel Leaf,/pd/20001347/fresho-betel-leaf-5-pcs/
270,fruits-vegetables,Exotic Fruits,Fresho,181.25,145.00,20,20001176,Litchi,/pd/20001176/fresho-litchi-500-g/
271,fruits-vegetables,Mangoes,Fresho,148.75,119.00,20,40012511,Kalaphad Mango,/pd/40012511/fresho-kalaphad-mango-1-kg/
272,fruits-vegetables,"Banana, Sapota & Papaya",Fresho,18.75,15.00,20,10000028,Banana Stem,/pd/10000028/fresho-banana-stem-1-pc/
273,fruits-vegetables,Exotic Vegetables,Fresho,111.25,89.00,20,30000419,Asparagus,/pd/30000419/fresho-asparagus-250-g/
274,fruits-vegetables,Marigold,Fresho,95.00,76.00,20,20001037,Chrysanthemum (Shevanti),/pd/20001037/fresho-chrysanthemum-shevanti-250-g/
275,fruits-vegetables,Exotic Fruits,Fresho,123.75,99.00,20,40004344,Tamarind - Sweet,/pd/40004344/fresho-tamarind-sweet-225-g/
276,fruits-vegetables,Organic Vegetables,Fresho,36.25,29.00,20,40067696,Baby Potato - Organically Grown,/pd/40067696/fresho-baby-potato-organically-grown-500-g/
277,fruits-vegetables,Marigold,Fresho,56.25,45.00,20,20001033,Marigold - Yellow,/pd/20001033/fresho-marigold-yellow-250-g/
278,fruits-vegetables,Indian & Exotic Herbs,Fresho,23.75,19.00,20,10000154,Parsley Leaves - Curly,/pd/10000154/fresho-parsley-leaves-curly-100-g/
279,fruits-vegetables,Mangoes,Fresho,161.25,129.00,20,30000974,Kesar Mango,/pd/30000974/fresho-kesar-mango-1-kg/
